osmid,y,x,street_count,highway,geometry
33079244,48.2103071,16.3324407,3,,POINT (16.3324407 48.2103071)
33079245,48.2114019,16.3273139,4,,POINT (16.3273139 48.2114019)
33079246,48.2111892,16.3287685,4,,POINT (16.3287685 48.2111892)
33079247,48.2119319,16.3274045,4,,POINT (16.3274045 48.2119319)
33079248,48.211677,16.3289048,4,,POINT (16.3289048 48.211677)
33079249,48.2113539,16.3297283,4,,POINT (16.3297283 48.2113539)
33079250,48.2109024,16.3308223,4,,POINT (16.3308223 48.2109024)
33079251,48.2103743,16.3303835,3,,POINT (16.3303835 48.2103743)
33079252,48.2107423,16.3285498,4,,POINT (16.3285498 48.2107423)
33079254,48.2109258,16.3272905,4,,POINT (16.3272905 48.2109258)
33143667,48.2167445,16.340146,3,,POINT (16.340146 48.2167445)
33143752,48.2161544,16.3427868,4,,POINT (16.3427868 48.2161544)
33143763,48.2141297,16.3407546,4,,POINT (16.3407546 48.2141297)
33143803,48.2131631,16.340235,4,,POINT (16.340235 48.2131631)
33143821,48.2214393,16.3371841,4,,POINT (16.3371841 48.2214393)
33143825,48.2222744,16.337882,4,,POINT (16.337882 48.2222744)
33143829,48.2231494,16.3417921,4,,POINT (16.3417921 48.2231494)
33143834,48.2241049,16.3419122,4,,POINT (16.3419122 48.2241049)
33143855,48.2174805,16.3271733,3,,POINT (16.3271733 48.2174805)
33143877,48.2183691,16.3274136,3,,POINT (16.3274136 48.2183691)
33143888,48.2202363,16.3415148,4,,POINT (16.3415148 48.2202363)
33143898,48.2187018,16.3409226,4,,POINT (16.3409226 48.2187018)
33143911,48.2175079,16.3404235,4,,POINT (16.3404235 48.2175079)
33143995,48.2236027,16.3374361,4,,POINT (16.3374361 48.2236027)
33144069,48.2245295,16.3354038,4,,POINT (16.3354038 48.2245295)
33144089,48.2141377,16.3415606,4,,POINT (16.3415606 48.2141377)
33144127,48.2141577,16.3426267,4,,POINT (16.3426267 48.2141577)
33144149,48.2141692,16.343854,4,,POINT (16.343854 48.2141692)
33144156,48.2131399,16.341172,4,,POINT (16.341172 48.2131399)
33144171,48.2131249,16.3424876,4,,POINT (16.3424876 48.2131249)
33144282,48.2131287,16.3439237,4,,POINT (16.3439237 48.2131287)
33144292,48.2121122,16.3407986,3,,POINT (16.3407986 48.2121122)
33144300,48.2120506,16.342347,4,,POINT (16.342347 48.2120506)
33144355,48.211844,16.3407063,3,,POINT (16.3407063 48.211844)
33144360,48.2092607,16.3419273,3,,POINT (16.3419273 48.2092607)
33144363,48.2079297,16.3416718,3,,POINT (16.3416718 48.2079297)
33144366,48.2200116,16.3427415,3,,POINT (16.3427415 48.2200116)
33144376,48.2169851,16.3436531,3,,POINT (16.3436531 48.2169851)
33144412,48.2170754,16.3432089,4,,POINT (16.3432089 48.2170754)
33144414,48.2183536,16.3429038,4,,POINT (16.3429038 48.2183536)
33144416,48.2182127,16.3437258,3,,POINT (16.3437258 48.2182127)
33144419,48.2180665,16.3445798,3,,POINT (16.3445798 48.2180665)
33144422,48.2209162,16.3390404,4,,POINT (16.3390404 48.2209162)
33144424,48.2205487,16.340405,4,,POINT (16.340405 48.2205487)
33144427,48.2219915,16.3360195,4,,POINT (16.3360195 48.2219915)
33144459,48.2224411,16.3351015,4,,POINT (16.3351015 48.2224411)
33144463,48.2241773,16.331527,4,,POINT (16.331527 48.2241773)
33144467,48.2213039,16.3409478,4,,POINT (16.3409478 48.2213039)
33144471,48.2216922,16.3395494,3,,POINT (16.3395494 48.2216922)
33144475,48.2217434,16.3393645,3,,POINT (16.3393645 48.2217434)
33144484,48.2232586,16.3358738,4,,POINT (16.3358738 48.2232586)
33144487,48.2238029,16.3347658,4,,POINT (16.3347658 48.2238029)
33144491,48.224264,16.3338278,4,,POINT (16.3338278 48.224264)
33144494,48.2230866,16.3429429,4,,POINT (16.3429429 48.2230866)
33144497,48.2230317,16.343871,4,,POINT (16.343871 48.2230317)
33144500,48.2231404,16.3444459,3,,POINT (16.3444459 48.2231404)
33144503,48.2239979,16.3432442,4,,POINT (16.3432442 48.2239979)
33144550,48.2239237,16.344174,4,,POINT (16.344174 48.2239237)
33144555,48.2244141,16.3399554,4,,POINT (16.3399554 48.2244141)
33144560,48.2234056,16.3404827,3,,POINT (16.3404827 48.2234056)
33144566,48.223573,16.3397192,3,,POINT (16.3397192 48.223573)
33144572,48.2237309,16.3390945,3,,POINT (16.3390945 48.2237309)
33144577,48.224254,16.3380685,4,,POINT (16.3380685 48.224254)
33144583,48.2189455,16.3397278,4,,POINT (16.3397278 48.2189455)
33144588,48.2193773,16.3380305,4,,POINT (16.3380305 48.2193773)
33144591,48.2203904,16.3331256,4,,POINT (16.3331256 48.2203904)
33144596,48.2206023,16.3323449,4,,POINT (16.3323449 48.2206023)
33144601,48.2208402,16.3314843,4,,POINT (16.3314843 48.2208402)
33144605,48.2211138,16.3306752,4,,POINT (16.3306752 48.2211138)
33144611,48.2214303,16.3297548,4,,POINT (16.3297548 48.2214303)
33144616,48.221698,16.328936,4,,POINT (16.328936 48.221698)
33144621,48.2220036,16.3280054,3,,POINT (16.3280054 48.2220036)
33144626,48.2199151,16.3384073,4,,POINT (16.3384073 48.2199151)
33144629,48.2195895,16.3399699,3,,POINT (16.3399699 48.2195895)
33144633,48.2206395,16.3349181,3,,POINT (16.3349181 48.2206395)
33144637,48.2207966,16.3341114,3,,POINT (16.3341114 48.2207966)
33144640,48.2208909,16.3336007,4,,POINT (16.3336007 48.2208909)
33144644,48.2211676,16.3327043,4,,POINT (16.3327043 48.2211676)
33144648,48.2214613,16.3317914,4,,POINT (16.3317914 48.2214613)
33144652,48.2217242,16.3310124,4,,POINT (16.3310124 48.2217242)
33144655,48.2223117,16.3292942,4,,POINT (16.3292942 48.2223117)
33144659,48.2226404,16.3283356,3,,POINT (16.3283356 48.2226404)
33144695,48.2197474,16.3329009,4,,POINT (16.3329009 48.2197474)
33144700,48.2199786,16.3320632,3,,POINT (16.3320632 48.2199786)
33144706,48.2202168,16.3311818,4,,POINT (16.3311818 48.2202168)
33144712,48.2204686,16.330311,4,,POINT (16.330311 48.2204686)
33144719,48.2210692,16.3285369,4,,POINT (16.3285369 48.2210692)
33144747,48.2236691,16.3301183,4,,POINT (16.3301183 48.2236691)
33144750,48.2240865,16.3291359,3,,POINT (16.3291359 48.2240865)
33144755,48.2226845,16.330565,3,,POINT (16.330565 48.2226845)
33144759,48.2229181,16.32967,3,,POINT (16.32967 48.2229181)
33144774,48.2191153,16.3326792,4,,POINT (16.3326792 48.2191153)
33144782,48.2198477,16.3298513,3,,POINT (16.3298513 48.2198477)
33144804,48.2201389,16.3289414,4,,POINT (16.3289414 48.2201389)
33144808,48.220418,16.3281299,3,,POINT (16.3281299 48.220418)
33144817,48.2206851,16.327352,4,,POINT (16.327352 48.2206851)
33144821,48.2176641,16.3392305,4,traffic_signals,POINT (16.3392305 48.2176641)
33144826,48.2176912,16.3375506,3,,POINT (16.3375506 48.2176912)
33144831,48.2176101,16.3370054,3,,POINT (16.3370054 48.2176101)
33144880,48.2158223,16.3408749,3,,POINT (16.3408749 48.2158223)
33144883,48.2160107,16.3387674,4,,POINT (16.3387674 48.2160107)
33144888,48.2161361,16.3372575,4,,POINT (16.3372575 48.2161361)
33144892,48.2162643,16.3355835,3,,POINT (16.3355835 48.2162643)
33144900,48.216481,16.3320677,4,,POINT (16.3320677 48.216481)
33144904,48.216498,16.3300259,4,,POINT (16.3300259 48.216498)
33144906,48.2165037,16.3290586,3,,POINT (16.3290586 48.2165037)
33144909,48.2165059,16.3281493,4,,POINT (16.3281493 48.2165059)
33144914,48.2165075,16.3273411,3,,POINT (16.3273411 48.2165075)
33144925,48.2150695,16.3300421,4,,POINT (16.3300421 48.2150695)
33144928,48.2151392,16.3290549,4,,POINT (16.3290549 48.2151392)
33144932,48.2152008,16.3282155,4,,POINT (16.3282155 48.2152008)
33144935,48.2152751,16.3272784,4,,POINT (16.3272784 48.2152751)
33144941,48.2212569,16.3354187,4,,POINT (16.3354187 48.2212569)
33144947,48.2217078,16.3343852,4,,POINT (16.3343852 48.2217078)
33144997,48.2229157,16.3316878,3,,POINT (16.3316878 48.2229157)
33145032,48.2156368,16.3281961,3,,POINT (16.3281961 48.2156368)
33145050,48.2156293,16.3290343,3,,POINT (16.3290343 48.2156293)
33174083,48.2142953,16.3272344,4,,POINT (16.3272344 48.2142953)
33174084,48.2143278,16.3282518,3,,POINT (16.3282518 48.2143278)
33174086,48.220796,16.3293648,4,,POINT (16.3293648 48.220796)
33174087,48.2220206,16.3301412,4,,POINT (16.3301412 48.2220206)
33174088,48.2165132,16.3269092,4,,POINT (16.3269092 48.2165132)
33174090,48.2119465,16.3486508,4,traffic_signals,POINT (16.3486508 48.2119465)
33182037,48.2118449,16.3495934,3,,POINT (16.3495934 48.2118449)
33182038,48.2126248,16.349552,3,,POINT (16.349552 48.2126248)
33182039,48.2132756,16.3495107,4,traffic_signals,POINT (16.3495107 48.2132756)
33182040,48.2140848,16.3494553,3,,POINT (16.3494553 48.2140848)
33182041,48.2125955,16.3485856,3,,POINT (16.3485856 48.2125955)
33182042,48.2132221,16.3484849,4,traffic_signals,POINT (16.3484849 48.2132221)
33182043,48.2145794,16.3480086,3,,POINT (16.3480086 48.2145794)
33182046,48.2141514,16.3471939,3,,POINT (16.3471939 48.2141514)
33182047,48.2131666,16.347284,3,,POINT (16.347284 48.2131666)
33182048,48.2131188,16.3454729,4,,POINT (16.3454729 48.2131188)
33182049,48.2141933,16.3455458,3,,POINT (16.3455458 48.2141933)
33182051,48.2163553,16.3457934,3,,POINT (16.3457934 48.2163553)
33182052,48.2161153,16.348099,4,,POINT (16.348099 48.2161153)
33182053,48.2159657,16.3497361,3,,POINT (16.3497361 48.2159657)
33182054,48.2158281,16.3510587,4,,POINT (16.3510587 48.2158281)
33182055,48.2171663,16.3512494,4,,POINT (16.3512494 48.2171663)
33182056,48.2172592,16.3499515,3,,POINT (16.3499515 48.2172592)
33182063,48.2119724,16.3440021,3,,POINT (16.3440021 48.2119724)
33182066,48.2163892,16.3454181,3,,POINT (16.3454181 48.2163892)
33182067,48.2163706,16.3450755,3,,POINT (16.3450755 48.2163706)
33182070,48.2171655,16.3454627,4,,POINT (16.3454627 48.2171655)
33182071,48.2168574,16.3454621,3,,POINT (16.3454621 48.2168574)
33182073,48.2179161,16.3454392,3,,POINT (16.3454392 48.2179161)
33182075,48.2120356,16.3451626,3,,POINT (16.3451626 48.2120356)
33182076,48.211573,16.3470321,3,,POINT (16.3470321 48.211573)
33182088,48.2193081,16.3519865,3,,POINT (16.3519865 48.2193081)
33183652,48.2107928,16.3487548,3,,POINT (16.3487548 48.2107928)
33183653,48.2107961,16.3480692,3,,POINT (16.3480692 48.2107961)
33183654,48.210916,16.3471182,3,,POINT (16.3471182 48.210916)
33183656,48.2102304,16.3457546,3,,POINT (16.3457546 48.2102304)
33183729,48.2116934,16.3465335,3,,POINT (16.3465335 48.2116934)
33242077,48.2160287,16.3242213,4,,POINT (16.3242213 48.2160287)
33242098,48.2166983,16.3256772,4,,POINT (16.3256772 48.2166983)
33242116,48.2152776,16.3242206,4,,POINT (16.3242206 48.2152776)
33242197,48.2176314,16.3259382,4,,POINT (16.3259382 48.2176314)
33242217,48.2185309,16.3261857,4,,POINT (16.3261857 48.2185309)
33242275,48.2143725,16.3242599,3,,POINT (16.3242599 48.2143725)
33242286,48.2110703,16.3263705,3,,POINT (16.3263705 48.2110703)
33301346,48.2257053,16.3491593,3,,POINT (16.3491593 48.2257053)
